iter	Passed	Remaining
1663	27090	5470
1664	27107	5453
1665	27121	5437
1666	27138	5421
1667	27153	5404
1668	27167	5387
1669	27182	5371
1670	27202	5355
1671	27216	5339
1672	27230	5322
1673	27244	5305
1674	27258	5288
1675	27273	5272
1676	27288	5255
1677	27302	5239
1678	27316	5222
1679	27332	5206
1680	27347	5189
1681	27361	5173
1682	27375	5156
1683	27393	5140
1684	27408	5123
1685	27422	5107
1686	27437	5090
1687	27451	5074
1688	27466	5057
1689	27482	5041
1690	27497	5024
1691	27514	5008
1692	27529	4992
1693	27543	4975
1694	27557	4958
1695	27571	4942
1696	27586	4925
1697	27602	4909
1698	27624	4894
1699	27638	4877
1700	27652	4860
1701	27667	4844
1702	27682	4827
1703	27696	4811
1704	27716	4795
1705	27729	4778
1706	27744	4762
1707	27759	4745
1708	27773	4729
1709	27787	4712
1710	27802	4696
1711	27816	4679
1712	27830	4662
1713	27844	4646
1714	27858	4629
1715	27873	4613
1716	27889	4596
1717	27904	4580
1718	27921	4564
1719	27937	4547
1720	27951	4531
1721	27965	4514
1722	27980	4498
1723	27993	4481
1724	28007	4464
1725	28021	4448
1726	28035	4431
1727	28050	4415
1728	28081	4401
1729	28096	4385
1730	28112	4368
1731	28126	4352
1732	28140	4335
1733	28155	4319
1734	28170	4302
1735	28183	4285
1736	28197	4269
1737	28211	4252
1738	28226	4236
1739	28242	4220
1740	28256	4203
1741	28270	4187
1742	28285	4170
1743	28299	4154
1744	28317	4138
1745	28333	4121
1746	28348	4105
1747	28362	4088
1748	28376	4072
1749	28391	4055
1750	28407	4039
1751	28421	4023
1752	28436	4006
1753	28451	3990
1754	28465	3973
1755	28479	3957
1756	28494	3940
1757	28512	3924
1758	28528	3908
1759	28546	3892
1760	28560	3876
1761	28574	3859
1762	28588	3843
1763	28602	3826
1764	28616	3810
1765	28630	3793
1766	28645	3777
1767	28659	3760
1768	28675	3744
1769	28689	3728
1770	28704	3711
1771	28721	3695
1772	28737	3679
1773	28752	3662
1774	28767	3646
1775	28781	3630
1776	28796	3613
1777	28813	3597
1778	28827	3581
1779	28842	3564
1780	28857	3548
1781	28872	3532
1782	28887	3515
1783	28901	3499
1784	28915	3482
1785	28930	3466
1786	28945	3450
1787	28960	3433
1788	28975	3417
1789	28989	3400
1790	29002	3384
1791	29017	3368
1792	29031	3351
1793	29045	3335
1794	29060	3318
1795	29080	3303
1796	29094	3286
1797	29130	3272
1798	29145	3256
1799	29160	3240
1800	29174	3223
1801	29190	3207
1802	29204	3190
1803	29218	3174
1804	29232	3158
1805	29246	3141
1806	29261	3125
1807	29275	3108
1808	29291	3092
1809	29306	3076
1810	29327	3060
1811	29342	3044
1812	29356	3027
1813	29372	3011
1814	29386	2995
1815	29426	2981
1816	29440	2965
1817	29454	2948
1818	29469	2932
1819	29482	2915
1820	29497	2899
1821	29512	2883
1822	29527	2866
1823	29541	2850
1824	29555	2834
1825	29569	2817
1826	29583	2801
1827	29596	2784
1828	29611	2768
1829	29625	2752
1830	29639	2735
1831	29653	2719
1832	29668	2703
1833	29685	2686
1834	29699	2670
1835	29725	2655
1836	29738	2638
1837	29751	2622
1838	29765	2605
1839	29780	2589
1840	29794	2573
1841	29819	2557
1842	29833	2541
1843	29848	2525
1844	29867	2509
1845	29883	2492
1846	29898	2476
1847	29913	2460
1848	29927	2444
1849	29945	2427
1850	29959	2411
1851	29992	2396
1852	30006	2380
1853	30024	2364
1854	30038	2348
1855	30065	2332
1856	30079	2316
1857	30093	2299
1858	30108	2283
1859	30123	2267
1860	30147	2251
1861	30162	2235
1862	30176	2219
1863	30195	2203
1864	30209	2186
1865	30224	2170
1866	30239	2154
1867	30254	2137
1868	30268	2121
1869	30283	2105
1870	30298	2089
1871	30313	2072
1872	30328	2056
1873	30342	2040
1874	30358	2023
1875	30372	2007
1876	30386	1991
1877	30401	1974
1878	30415	1958
1879	30429	1942
1880	30444	1926
1881	30458	1909
1882	30472	1893
1883	30486	1877
1884	30500	1860
1885	30515	1844
1886	30531	1828
1887	30546	1812
1888	30561	1795
1889	30576	1779
1890	30590	1763
1891	30605	1747
1892	30620	1730
1893	30635	1714
1894	30650	1698
1895	30665	1682
1896	30679	1665
1897	30695	1649
1898	30710	1633
1899	30725	1617
1900	30740	1600
1901	30757	1584
1902	30772	1568
1903	30786	1552
1904	30800	1536
1905	30814	1519
1906	30827	1503
1907	30842	1487
1908	30856	1470
1909	30871	1454
1910	30885	1438
1911	30900	1422
1912	30915	1406
1913	30930	1389
1914	30945	1373
1915	30961	1357
1916	30980	1341
1917	30995	1325
1918	31011	1308
1919	31026	1292
1920	31051	1276
1921	31080	1261
1922	31095	1245
1923	31109	1228
1924	31124	1212
1925	31140	1196
1926	31155	1180
1927	31170	1164
1928	31185	1147
1929	31205	1131
1930	31220	1115
1931	31235	1099
1932	31249	1083
1933	31278	1067
1934	31293	1051
1935	31308	1034
1936	31327	1018
1937	31343	1002
1938	31358	986
1939	31372	970
1940	31386	954
1941	31400	937
1942	31415	921
1943	31430	905
1944	31444	889
1945	31457	872
1946	31471	856
1947	31485	840
1948	31500	824
1949	31514	808
1950	31530	791
1951	31545	775
1952	31560	759
1953	31574	743
1954	31589	727
1955	31603	710
1956	31617	694
1957	31632	678
1958	31647	662
1959	31689	646
1960	31704	630
1961	31719	614
1962	31733	598
1963	31748	581
1964	31762	565
1965	31777	549
1966	31792	533
1967	31807	517
1968	31821	500
1969	31835	484
1970	31849	468
1971	31864	452
1972	31878	436
1973	31892	420
1974	31906	403
1975	31921	387
1976	31936	371
1977	31951	355
1978	31966	339
1979	31979	323
1980	31994	306
1981	32008	290
1982	32022	274
1983	32036	258
1984	32052	242
1985	32065	226
1986	32079	209
1987	32099	193
1988	32113	177
1989	32127	161
1990	32143	145
1991	32158	129
1992	32173	113
1993	32188	96
1994	32201	80
1995	32215	64
1996	32230	48
1997	32252	32
1998	32267	16
1999	32281	0
