iter	Logloss
1514	0.3702648709
1515	0.3702565044
1516	0.3702536007
1517	0.3702250011
1518	0.3701969139
1519	0.3701786546
1520	0.3701451128
1521	0.3701333453
1522	0.370087713
1523	0.3700848664
1524	0.370070076
1525	0.3700320059
1526	0.3700049736
1527	0.369984023
1528	0.3699681354
1529	0.3699499093
1530	0.369925855
1531	0.3699083847
1532	0.3698891698
1533	0.369888636
1534	0.3698709481
1535	0.3698547556
1536	0.3698316852
1537	0.3698138648
1538	0.3698120446
1539	0.3697844417
1540	0.369743785
1541	0.3697305298
1542	0.3696853067
1543	0.3696697702
1544	0.3696366293
1545	0.3696162294
1546	0.3695809819
1547	0.3695570419
1548	0.3695224202
1549	0.3695101621
1550	0.3694728234
1551	0.3694623747
1552	0.3694402751
1553	0.3694072558
1554	0.3693751155
1555	0.3693371133
1556	0.3693223964
1557	0.3692478916
1558	0.3692219164
1559	0.3691933669
1560	0.3691830582
1561	0.3691321005
1562	0.3691264211
1563	0.3691044042
1564	0.3690665909
1565	0.3690397101
1566	0.3690091449
1567	0.3689671278
1568	0.36895259
1569	0.3689253314
1570	0.3689038774
1571	0.3688984145
1572	0.3688842614
1573	0.3688684086
1574	0.3688572006
1575	0.3688446893
1576	0.3688191104
1577	0.3688186857
1578	0.3687995121
1579	0.3687936902
1580	0.3687778359
1581	0.368758109
1582	0.3687517275
1583	0.3687342881
1584	0.3687126171
1585	0.3686932842
1586	0.36867016
1587	0.3686231655
1588	0.368593855
1589	0.3685794244
1590	0.3685611168
1591	0.3685365243
1592	0.3685187132
1593	0.3684791217
1594	0.3684069556
1595	0.3683875517
1596	0.3683678669
1597	0.3683534078
1598	0.3683385945
1599	0.3683020973
1600	0.3682852668
1601	0.3682678573
1602	0.3682476851
1603	0.3682410112
1604	0.3681955322
1605	0.3681935185
1606	0.3681730145
1607	0.3681606773
1608	0.368148377
1609	0.3681261839
1610	0.3681069051
1611	0.3681051183
1612	0.3680486253
1613	0.368025856
1614	0.3680016332
1615	0.3679897927
1616	0.3679545339
1617	0.3679477174
1618	0.3679282841
1619	0.3679183088
1620	0.3679035451
1621	0.3678688135
1622	0.3678402133
1623	0.3678019036
1624	0.3677993955
1625	0.3677659104
1626	0.3677268112
1627	0.3676572427
1628	0.3676199089
1629	0.3675664233
1630	0.3675519158
1631	0.367537659
1632	0.3675352833
1633	0.367522937
1634	0.3675162354
1635	0.3674783976
1636	0.3674731898
1637	0.3674544962
1638	0.3674368572
1639	0.3674135957
1640	0.3674033089
1641	0.3673647354
1642	0.3673303197
1643	0.3672928357
1644	0.3672832503
1645	0.3672654822
1646	0.3672390183
1647	0.3672162631
1648	0.3672129246
1649	0.3671945679
1650	0.3671801592
1651	0.3671316139
1652	0.3671042624
1653	0.3670991975
1654	0.3670891362
1655	0.3670615007
1656	0.3670476151
1657	0.3670073069
1658	0.3669797097
1659	0.3669597363
1660	0.3669431681
1661	0.3669219291
1662	0.3669081637
1663	0.366890844
1664	0.3668454648
1665	0.3668236068
1666	0.3668071322
1667	0.3667973483
1668	0.3667774751
1669	0.3667648295
1670	0.3667641205
1671	0.3667580853
1672	0.3667548214
1673	0.3667450478
1674	0.3667272892
1675	0.3667076754
1676	0.3666956628
1677	0.3666920325
1678	0.3666763562
1679	0.3666421989
1680	0.3666235399
1681	0.3665948027
1682	0.3665793472
1683	0.3665610084
1684	0.3665186116
1685	0.3664748495
1686	0.3664650523
1687	0.3664341007
1688	0.3663766242
1689	0.3663634063
1690	0.366359779
1691	0.3663379857
1692	0.3663262735
1693	0.3663218926
1694	0.3663053202
1695	0.366270895
1696	0.3662449834
1697	0.366215655
1698	0.3661909674
1699	0.3661388494
1700	0.3661215086
1701	0.3660873681
1702	0.366067995
1703	0.3660654472
1704	0.3660425727
1705	0.3660126279
1706	0.3659546482
1707	0.3659337587
1708	0.3659275403
1709	0.3659075108
1710	0.3658778867
1711	0.3658447589
1712	0.3658387861
1713	0.3658045164
1714	0.3658006063
1715	0.3657744993
1716	0.3657624912
1717	0.3657358146
1718	0.3657136669
1719	0.3657005402
1720	0.3656888821
1721	0.3656626131
1722	0.3656588349
1723	0.3656460656
1724	0.3656372003
1725	0.3656285026
1726	0.3656034552
1727	0.3655770037
1728	0.3655447895
1729	0.3655236469
1730	0.3655042614
1731	0.3654986669
1732	0.3654956725
1733	0.3654897763
1734	0.3654549179
1735	0.3654513583
1736	0.3654371834
1737	0.365415749
1738	0.3653820737
1739	0.3653630112
1740	0.3653280237
1741	0.3653240723
1742	0.3653046819
1743	0.3652735938
1744	0.3652508378
1745	0.3652278168
1746	0.3651557898
1747	0.3651474177
1748	0.3651421381
1749	0.3651163752
1750	0.3650955247
1751	0.3650673455
1752	0.3650291668
1753	0.3650115161
1754	0.36498142
1755	0.36496879
1756	0.3649417938
1757	0.3649327518
1758	0.3649060497
1759	0.3648992625
1760	0.3648898752
1761	0.3648624241
1762	0.3648213888
1763	0.3648047482
1764	0.364801257
1765	0.3647638793
1766	0.364751652
1767	0.3647265764
1768	0.364712977
1769	0.3647019397
1770	0.364689975
1771	0.3646778107
1772	0.364649871
1773	0.3646352897
1774	0.3646301413
1775	0.3646126759
1776	0.3645776425
1777	0.3645582487
1778	0.3645269052
1779	0.3644978603
1780	0.3644704189
1781	0.3644250434
1782	0.3643989829
1783	0.3643881778
1784	0.3643843306
1785	0.3643398004
1786	0.3643113616
1787	0.3642928925
1788	0.3642657909
1789	0.3642393556
1790	0.3642369944
1791	0.3642243989
1792	0.3642120547
1793	0.3641682913
1794	0.3641540444
1795	0.3641261275
1796	0.3641005671
1797	0.3640803364
1798	0.3640674129
1799	0.3640401078
1800	0.3640358662
1801	0.3640178723
1802	0.3639774112
1803	0.3639720206
1804	0.3639594202
1805	0.3639382712
1806	0.3639278175
1807	0.3639122409
1808	0.3638802411
1809	0.3638569332
1810	0.3638398882
1811	0.3638033212
1812	0.363799968
1813	0.363771336
1814	0.3637404993
1815	0.3637379434
1816	0.3637323419
1817	0.3636738712
1818	0.3636384165
1819	0.3635790207
1820	0.363549449
1821	0.3635379353
1822	0.3635342424
1823	0.3634975529
1824	0.3634939205
1825	0.3634903477
1826	0.3634839888
1827	0.3634777247
1828	0.3634543747
1829	0.3634389409
1830	0.3634213
1831	0.363385395
1832	0.3633736092
1833	0.3633563684
1834	0.3633501528
1835	0.3633495017
1836	0.3633237528
1837	0.3633221007
1838	0.3632956067
1839	0.3632849191
1840	0.3632667456
1841	0.3632509635
1842	0.363233615
1843	0.3631946209
1844	0.3631614439
1845	0.3631500699
1846	0.3631074192
1847	0.363088165
1848	0.3630857168
1849	0.3630791694
1850	0.3630532357
1851	0.3630470858
1852	0.3630206704
1853	0.3630000572
1854	0.3629846219
1855	0.3629662766
1856	0.3629651284
1857	0.3629566564
1858	0.3629313367
1859	0.3629212562
1860	0.3629177105
1861	0.3628880398
1862	0.3628781229
1863	0.3628511634
1864	0.3628258649
1865	0.3627893111
1866	0.3627562599
1867	0.3627375294
1868	0.3627069813
1869	0.3627056783
1870	0.3626892418
1871	0.3626634824
1872	0.362650048
1873	0.3626234455
1874	0.3625991499
1875	0.3625864307
1876	0.362583314
1877	0.362561066
1878	0.3625327524
1879	0.3625136537
1880	0.3625087422
1881	0.3624811115
1882	0.362467978
1883	0.3624654565
1884	0.3624539383
1885	0.3624457429
1886	0.3624340729
1887	0.362417441
1888	0.3623897299
1889	0.3623895739
1890	0.3623641246
1891	0.3623483911
1892	0.3623311344
1893	0.3622723284
1894	0.3622409543
1895	0.3622085156
1896	0.3621819274
1897	0.3621448258
1898	0.3621233115
1899	0.3621004272
1900	0.3620963345
1901	0.3620928567
1902	0.3620656231
1903	0.3620248803
1904	0.3620096707
1905	0.3620053908
1906	0.3620019908
1907	0.3619895279
1908	0.3619780541
1909	0.3619580451
1910	0.3619492557
1911	0.3619295148
1912	0.3619122212
1913	0.3618998427
1914	0.3618885773
1915	0.3618644027
1916	0.3618346627
1917	0.3618023493
1918	0.3617615568
1919	0.3617493822
1920	0.3617176598
1921	0.3617153032
1922	0.3616942928
1923	0.3616880439
1924	0.3616686181
1925	0.361628605
1926	0.3616119998
1927	0.3616088285
1928	0.3616034677
1929	0.361564238
1930	0.3615561461
1931	0.3615392761
1932	0.3615333252
1933	0.361494629
1934	0.3614709793
1935	0.3614353891
1936	0.3614222001
1937	0.3614064285
1938	0.3614012363
1939	0.3613994324
1940	0.3613644043
1941	0.3613428193
1942	0.361328022
1943	0.3613040854
1944	0.36128234
1945	0.3612789206
1946	0.3612391129
1947	0.3612177663
1948	0.3612121064
1949	0.3611848392
1950	0.3611517772
1951	0.3611511176
1952	0.361145999
1953	0.3611455019
1954	0.3611088751
1955	0.3610821591
1956	0.3610668595
1957	0.361036294
1958	0.3610197585
1959	0.3609928784
1960	0.3609715089
1961	0.3609533457
1962	0.3609508803
1963	0.3609311452
1964	0.3609264577
1965	0.3609035696
1966	0.3608468161
1967	0.3608088282
1968	0.3607815526
1969	0.3607707403
1970	0.360762956
1971	0.3607504051
1972	0.3607396451
1973	0.3607294937
1974	0.3607283744
1975	0.3607174493
1976	0.3606845929
1977	0.36067882
1978	0.3606624465
1979	0.3606481761
1980	0.3606265122
1981	0.3606116677
1982	0.3605801426
1983	0.3605582394
1984	0.3605352648
1985	0.3605326582
1986	0.3605271908
1987	0.3604853566
1988	0.3604647484
1989	0.3604378695
1990	0.3604155279
1991	0.3603852527
1992	0.3603690522
1993	0.3603461434
1994	0.3603258051
1995	0.3603166498
1996	0.3603020198
1997	0.3602836131
1998	0.3602654241
1999	0.3602513879
