iter	Logloss
189	0.4638550377
190	0.4633914605
191	0.4631273501
192	0.4628246689
193	0.4625395901
194	0.462229113
195	0.4618335795
196	0.461528636
197	0.4611497394
198	0.4609500228
199	0.4605873656
200	0.4602010316
201	0.4598295764
202	0.4593683443
203	0.4591081148
204	0.4586534963
205	0.4582968022
206	0.4579533428
207	0.4577142584
208	0.4574546094
209	0.4571195185
210	0.4568923894
211	0.4565682542
212	0.4562255508
213	0.4560286445
214	0.4558563931
215	0.455656075
216	0.4554874169
217	0.4552848665
218	0.4549735402
219	0.4546914525
220	0.4544115793
221	0.454237448
222	0.4540702141
223	0.4538846872
224	0.4536420735
225	0.4533072669
226	0.4530286258
227	0.4528685997
228	0.4526416198
229	0.4523216403
230	0.4520727946
231	0.4517428352
232	0.4516022916
233	0.451397068
234	0.4512052788
235	0.4510536604
236	0.450794359
237	0.4506555431
238	0.4504744659
239	0.4503041838
240	0.450056395
241	0.4498324762
242	0.4496154252
243	0.4493184805
244	0.449146794
245	0.4489436789
246	0.4487167897
247	0.4485692594
248	0.4483847737
249	0.4482422204
250	0.447984155
251	0.4477586824
252	0.4475493476
253	0.4472365134
254	0.4469749726
255	0.4467740355
256	0.4466016393
257	0.446406679
258	0.4461746895
259	0.4458956125
260	0.4457712265
261	0.4455461718
262	0.4454126531
263	0.4452915882
264	0.4451308487
265	0.444935243
266	0.4447680994
267	0.4445997984
268	0.4444182413
269	0.4442802409
270	0.4440463808
271	0.4439516366
272	0.4437348885
273	0.4435415503
274	0.4433258119
275	0.4431602144
276	0.4429691511
277	0.4427298658
278	0.4425230359
279	0.4422594051
280	0.4420677611
281	0.4417363489
282	0.4415115351
283	0.44139411
284	0.4412500609
285	0.4410810849
286	0.4410032847
287	0.4408860077
288	0.4407678068
289	0.4406259769
290	0.4404166883
291	0.4402798365
292	0.440142259
293	0.4399489288
294	0.4397858739
295	0.4396278284
296	0.4395028231
297	0.4393362442
298	0.4391463172
299	0.438955114
300	0.4387395941
301	0.4386165259
302	0.4384561018
303	0.4383067528
304	0.4380693838
305	0.4378928549
306	0.4377915608
307	0.4376716714
308	0.4375513326
309	0.4372873094
310	0.4371022787
311	0.4369250928
312	0.4368377136
313	0.4367162603
314	0.4365115847
315	0.436362323
316	0.4361541546
317	0.4360660539
318	0.4359271359
319	0.4358320704
320	0.4357210399
321	0.4355989483
322	0.4353841456
323	0.4352214313
324	0.4351340482
325	0.434929001
326	0.4347758554
327	0.4345990587
328	0.4344547724
329	0.4342834543
330	0.4341728501
331	0.4338328281
332	0.433661997
333	0.433581535
334	0.4334926253
335	0.4332824262
336	0.4331681948
337	0.4330611719
338	0.432911577
339	0.4327978009
340	0.4326686604
341	0.4325238992
342	0.432366678
343	0.4322181528
344	0.4321040119
345	0.4320097546
346	0.4318794231
347	0.4316742541
348	0.4315803321
349	0.4314853367
350	0.4313208426
351	0.4311617547
352	0.4310618378
353	0.4309949377
354	0.4309207637
355	0.4307475596
356	0.4305771166
357	0.43043138
358	0.4303489337
359	0.4302495129
360	0.4301411813
361	0.430052764
362	0.4298731804
363	0.4297809579
364	0.4295593417
365	0.4293612287
366	0.4292012341
367	0.4291132904
368	0.4289371529
369	0.4288022308
370	0.4286810296
371	0.4285110804
372	0.4284027051
373	0.4282420706
374	0.4281351913
375	0.4279973924
376	0.4279264242
377	0.4278431079
378	0.4275945313
379	0.4275310616
380	0.4274466043
381	0.4273490904
382	0.4272929852
383	0.427143853
384	0.4270033527
385	0.4269366448
386	0.4268315913
387	0.4268103473
388	0.4267238358
389	0.4266228749
390	0.4264813464
391	0.4264051997
392	0.4262222844
393	0.4261342216
394	0.4260224786
395	0.4259292016
396	0.4258400696
397	0.4257384885
398	0.4254440071
399	0.4253430913
400	0.4252256724
401	0.4250746633
402	0.4249800782
403	0.4248947309
404	0.4247945242
405	0.424669278
406	0.4245827648
407	0.4244982995
408	0.4244014638
409	0.4243088738
410	0.4242647045
411	0.4241361844
412	0.4240472236
413	0.4239220216
414	0.4238345382
415	0.4237162269
416	0.4235856581
417	0.4232834917
418	0.4232188608
419	0.4230446159
420	0.4229333926
421	0.4228014407
422	0.422717685
423	0.4225928902
424	0.4224354271
425	0.4222672576
426	0.4221221636
427	0.421974464
428	0.4218984071
429	0.4218273764
430	0.421766224
431	0.421668295
432	0.421524344
433	0.4213898674
434	0.4213295938
435	0.4212022494
436	0.4210482001
437	0.420995426
438	0.4209040716
439	0.420750091
440	0.4206056081
441	0.4205258341
442	0.4203746917
443	0.4203239362
444	0.4202571766
445	0.4201710196
446	0.4201028451
447	0.419971752
448	0.4199224798
449	0.4198036553
450	0.4197118913
451	0.4196301545
452	0.4195284391
453	0.4194506553
454	0.4193457384
455	0.4192565805
456	0.41919437
457	0.4191351527
458	0.4190578465
459	0.418920954
460	0.4188636178
461	0.4185750493
462	0.4185421543
463	0.4184875012
464	0.4183520738
465	0.4182819105
466	0.4181670375
467	0.4180421461
468	0.4179702913
469	0.4178827989
470	0.4178050885
471	0.4177239724
472	0.4176694172
473	0.4174741905
474	0.4173742235
475	0.4172152176
476	0.4171693957
477	0.4171232549
478	0.4170697291
479	0.4170187482
480	0.4169049702
481	0.4168464399
482	0.4165394082
483	0.4163812098
484	0.4163002567
485	0.4162473802
486	0.4162019082
487	0.4160804393
488	0.4160160857
489	0.4159413961
490	0.415871196
491	0.4157818079
492	0.4157107284
493	0.4156596096
494	0.4156045609
495	0.4155630917
496	0.4155243892
497	0.4154416226
498	0.415360443
499	0.415228448
500	0.4151702833
501	0.4150949025
502	0.4149971739
503	0.4148946239
504	0.4147773967
505	0.414585913
506	0.4144963599
507	0.4144121215
508	0.4143320927
509	0.4142226068
510	0.4141401877
511	0.4141086725
512	0.4140139668
513	0.4139283547
514	0.4138677344
515	0.4137331259
516	0.4136928841
517	0.413635507
518	0.4135858416
519	0.4135368779
520	0.4134642649
521	0.4133769254
522	0.4133282361
523	0.4132659219
524	0.4131567775
525	0.4129859764
526	0.4129103641
527	0.4128868059
528	0.4127758163
529	0.412702816
530	0.4126517325
531	0.4125842202
532	0.4125210617
533	0.4124170965
534	0.4123920886
535	0.4121420426
536	0.4120709831
537	0.4120153441
538	0.4119158405
539	0.4118636432
540	0.4117876981
541	0.4117139666
542	0.4116514574
543	0.4115909058
544	0.4115457031
545	0.4114950395
546	0.41142626
547	0.4112557036
548	0.411116787
549	0.4110430864
550	0.4109536133
551	0.4109061967
552	0.4108894489
553	0.4108178826
554	0.4107382939
555	0.4106643667
556	0.4106113648
557	0.4105131783
558	0.4104639626
559	0.4103858224
560	0.4103322629
561	0.4102594419
562	0.4102136677
563	0.4101822196
564	0.4101622895
565	0.4101427247
566	0.4100893366
567	0.4100454842
568	0.4099841053
569	0.4099119608
570	0.409848566
571	0.4097888024
572	0.4096925239
573	0.4096007776
574	0.4094600562
575	0.4093917312
576	0.4093466197
577	0.4091878377
578	0.4091382824
579	0.4091382814
580	0.4090652237
581	0.4090378189
582	0.4089698862
583	0.4088875487
584	0.4088322865
585	0.4086860374
586	0.4086229569
587	0.4085840505
588	0.4085110592
589	0.4083753831
590	0.4083103025
591	0.4082874267
592	0.4082338366
593	0.4081579818
594	0.4080864201
595	0.4080292585
596	0.4079905619
597	0.4078804157
598	0.4078047964
599	0.4077115669
600	0.4076276449
601	0.4075818043
602	0.4075380565
603	0.4074648258
604	0.4074227908
605	0.4072986185
606	0.4071542344
607	0.4070999229
608	0.4070152667
609	0.4069653275
610	0.4069349837
611	0.4068892036
612	0.4068302299
613	0.4067222416
614	0.4066685192
615	0.4065968783
616	0.4065789212
617	0.4065470497
618	0.4065123552
619	0.4064850121
620	0.406434569
621	0.4063190332
622	0.4062953472
623	0.4062113429
624	0.4061791563
625	0.4060792714
626	0.4060567268
627	0.4059925486
628	0.4059357584
629	0.4058992367
630	0.4058491533
631	0.4057694844
632	0.4057097225
633	0.4056586635
634	0.4056300651
635	0.4055336084
636	0.4054645623
637	0.405412722
638	0.4053685147
639	0.4053227945
640	0.4052343334
641	0.4052157597
642	0.405162487
643	0.4050393532
644	0.404922126
645	0.4048573907
646	0.4048278542
647	0.404742218
648	0.4046761782
649	0.4046552447
650	0.4046248223
651	0.4045715175
652	0.4045264985
653	0.4044471256
654	0.4044009981
655	0.4043782296
656	0.4043381947
657	0.4042871867
658	0.4042682838
659	0.4042185923
660	0.4041921847
661	0.4041652261
662	0.404148448
663	0.4041133248
664	0.4040373341
665	0.403945037
666	0.403896591
667	0.4037875037
668	0.4037420316
669	0.4036072671
670	0.4035549362
671	0.403539938
672	0.4034954883
673	0.4034446537
674	0.4033930251
675	0.4033297168
676	0.4032890303
677	0.4032504681
678	0.4031972249
679	0.4031608871
680	0.4031283584
681	0.4030665047
682	0.4029985022
683	0.4029594752
684	0.4028815213
685	0.402878561
686	0.4028502586
687	0.4027993513
688	0.4027400333
689	0.4026893454
690	0.4026393626
691	0.4025889102
692	0.4025278923
693	0.4025130766
694	0.4024422239
695	0.4023596992
696	0.4023489564
697	0.4023007972
698	0.402250727
699	0.4021837395
700	0.402110379
701	0.4020766139
702	0.4020548194
703	0.4019511743
704	0.4019251961
705	0.4018786626
706	0.4018667898
707	0.4018338094
708	0.4017968274
709	0.4017817622
710	0.4016024594
711	0.4015296265
712	0.4015210576
713	0.4014870657
714	0.4014267523
715	0.4013839116
716	0.4013458015
717	0.4013075279
718	0.4012667478
719	0.4012036769
720	0.4011566691
721	0.4011261112
722	0.4010575489
723	0.4010137775
724	0.400954444
725	0.4009197325
726	0.4008980317
727	0.4008564867
728	0.400807931
729	0.4007557456
730	0.4006992759
731	0.4006670759
732	0.4006431414
733	0.4005578641
734	0.4004998652
735	0.4004827003
736	0.4004201962
737	0.4003871391
738	0.4003425084
739	0.400303218
740	0.4002535721
741	0.4001893655
742	0.4001693943
743	0.4001536927
744	0.400101455
745	0.4000172058
746	0.3999657546
747	0.3998898692
748	0.3998709419
749	0.3998136268
750	0.3997817291
751	0.3997549244
752	0.3996960968
753	0.3996662067
754	0.3996032836
755	0.3994875397
756	0.3994590282
757	0.3994359735
758	0.3993912139
759	0.3993425374
760	0.3992784108
761	0.3992261336
762	0.3991859823
763	0.3991596773
764	0.3990917372
765	0.3990438627
766	0.3989538795
767	0.398857391
768	0.3987929988
769	0.3987569937
770	0.3986768603
771	0.3986323798
772	0.3985712849
773	0.398555158
774	0.3984925525
775	0.3984494422
776	0.3983815714
777	0.3983441805
778	0.3982926697
779	0.3982700545
780	0.3982254091
781	0.398065507
782	0.3980344216
783	0.3979955208
784	0.3979764022
785	0.3979165064
786	0.3979165037
787	0.3978496623
788	0.3977602638
789	0.3977341865
790	0.3976595437
791	0.3976181695
792	0.3975782244
793	0.3975193721
794	0.3974806586
795	0.3974219847
796	0.3973630786
797	0.3973382821
798	0.3972751699
799	0.3972321105
800	0.3971763653
801	0.3971505118
802	0.3970525761
803	0.3969985703
804	0.3969159176
805	0.3968537189
806	0.3968405274
807	0.3967762471
808	0.3967435418
809	0.3967401665
810	0.3965891994
811	0.3965416464
812	0.3965149648
813	0.3964844756
814	0.3964266083
815	0.3962756238
816	0.3962463098
817	0.3962111272
818	0.3961618016
819	0.3961286906
820	0.3960452295
821	0.3960330252
822	0.3960040031
823	0.3959823015
824	0.3959562484
825	0.3959360048
826	0.3958622393
827	0.3957814344
828	0.3957086013
829	0.3956757625
830	0.3956368345
831	0.3955919751
832	0.3954899739
833	0.3954361132
834	0.3954055217
835	0.3953485503
836	0.3952790466
837	0.3952509384
838	0.3952234584
839	0.3951951524
840	0.3951755705
841	0.3951433032
842	0.3950998829
843	0.3950998649
844	0.3949628785
845	0.3949216618
846	0.3948790712
847	0.3948299717
848	0.3948106393
849	0.3947778175
850	0.3946809709
851	0.394675059
852	0.39464807
853	0.3945857178
854	0.3945409071
855	0.394479156
856	0.3944378446
857	0.3943722125
858	0.3943010385
859	0.3942706033
860	0.3942526378
861	0.3942105161
862	0.3941494172
863	0.3941104453
864	0.3940871525
865	0.3940584771
866	0.3940260621
867	0.3939893325
868	0.3939481725
869	0.3939333016
870	0.3939252818
871	0.393912449
872	0.3938738754
873	0.3938116039
874	0.3937790822
875	0.3937242127
876	0.3936930417
877	0.3936286608
878	0.3935834056
879	0.3935022209
880	0.393459158
881	0.3934586308
882	0.3934486245
883	0.3933953381
884	0.393371231
885	0.393321314
886	0.3932732579
887	0.3932506843
888	0.3932166789
889	0.3931036172
890	0.3930785036
891	0.3930362303
892	0.3929905299
893	0.3929586913
894	0.3929105806
895	0.3928524954
896	0.3927905725
897	0.392729039
898	0.3926686311
899	0.3926244321
900	0.3925800491
901	0.3925441193
902	0.3924624831
903	0.3923848603
904	0.3923609041
905	0.3923305244
906	0.3922581672
907	0.3921996122
908	0.3921514743
909	0.3921270981
910	0.3920821871
911	0.3919527826
912	0.391916888
913	0.3918629596
914	0.3918280097
915	0.3917913694
916	0.3917489655
917	0.3916086983
918	0.3915456637
919	0.3914980058
920	0.3914483868
921	0.3914130311
922	0.3914056872
923	0.3913482917
924	0.3913195621
925	0.391281188
926	0.3912562988
927	0.3912557976
928	0.3912151259
929	0.3912067345
930	0.391122251
931	0.3909693631
932	0.3909594464
933	0.3908861614
934	0.3908593291
935	0.3908489792
936	0.3908092959
937	0.3908033264
938	0.3906718413
939	0.3906060026
940	0.3905466623
941	0.3905078848
942	0.3904762892
943	0.390446313
944	0.3903906018
945	0.3902889542
946	0.3902124557
947	0.3902114462
948	0.3901719518
949	0.3901234411
950	0.3900082818
951	0.3899463099
952	0.3898520578
953	0.3897814555
954	0.3897343348
955	0.3897061755
956	0.3896870123
957	0.3895759274
958	0.3895267293
959	0.3894908467
960	0.389455136
961	0.3894048214
962	0.3893695672
963	0.389299444
964	0.3892174826
965	0.3890684869
966	0.3890236055
967	0.3889254062
968	0.3889006044
969	0.3888868388
970	0.3888754017
971	0.3888089197
972	0.3887761649
973	0.3886559475
974	0.3886422576
975	0.3886108204
976	0.3885338845
977	0.3884959249
978	0.3884568604
979	0.3884194321
980	0.388348849
981	0.3882838781
982	0.3882472808
983	0.3881243168
984	0.3881040555
985	0.3880991317
986	0.3880722979
987	0.3880371273
988	0.3879998936
989	0.3878728363
990	0.387854415
991	0.3878147949
992	0.38779574
993	0.3877676083
994	0.3876496194
995	0.3876493958
996	0.3875931
997	0.3875587984
998	0.3875096902
999	0.3874521391
1000	0.3874229854
1001	0.3873927855
1002	0.3873565813
1003	0.3873241365
1004	0.3873091096
1005	0.3872546294
1006	0.3872091086
1007	0.387154317
1008	0.3871500298
1009	0.3871016742
1010	0.3870643977
1011	0.3870110501
1012	0.3870104525
1013	0.386925773
1014	0.3868988474
1015	0.3868871816
1016	0.3868456354
1017	0.3867216482
1018	0.3866714924
1019	0.3866708014
1020	0.3866533593
1021	0.38660634
1022	0.3864852324
1023	0.3864266519
1024	0.3863529638
1025	0.3862919379
1026	0.3862681024
1027	0.3861523956
1028	0.3861355668
1029	0.3861034722
1030	0.3860686078
1031	0.3860179834
1032	0.385946501
1033	0.3858880337
1034	0.3858818749
1035	0.3857902849
1036	0.3857264419
1037	0.3857067763
1038	0.3856867101
1039	0.3856694313
1040	0.3856410353
1041	0.3856223981
1042	0.3855799978
1043	0.3855759656
1044	0.3854764911
1045	0.3854223294
1046	0.3854183854
1047	0.3853659758
1048	0.3853542884
1049	0.3853285213
1050	0.3852783698
1051	0.3852231851
1052	0.385193299
1053	0.3851539995
1054	0.3850444454
1055	0.3849844679
1056	0.384974208
1057	0.3849524149
1058	0.3849148343
1059	0.3848666041
1060	0.3848186876
1061	0.3847608984
1062	0.3847210484
1063	0.3846849242
1064	0.3846363178
1065	0.3846130198
1066	0.3845885608
1067	0.3845248748
1068	0.3845018711
1069	0.384421408
1070	0.3843781696
1071	0.3843246162
1072	0.3842399833
1073	0.3842233773
1074	0.3841173327
1075	0.3840998286
1076	0.3840618467
1077	0.3840312556
1078	0.3839923702
1079	0.3839590605
1080	0.3839052326
1081	0.3838929242
1082	0.3838855349
1083	0.383881737
1084	0.3838257767
1085	0.3837752239
1086	0.3837355739
1087	0.3836918618
1088	0.3836668108
1089	0.383600255
1090	0.3835207893
1091	0.3834523509
1092	0.3833502212
1093	0.3833008726
1094	0.3832536063
1095	0.3832151735
1096	0.3831379574
1097	0.3830254106
1098	0.3830169414
1099	0.3830133239
1100	0.3830070655
1101	0.3829777493
1102	0.3829256464
1103	0.3828751335
1104	0.3828744005
1105	0.3828532323
1106	0.3828329905
1107	0.3828139194
1108	0.3827800958
1109	0.3827442826
1110	0.3826859514
1111	0.3825967988
1112	0.3825659644
1113	0.3825653548
1114	0.3825617905
1115	0.3825592394
1116	0.3824976455
1117	0.3824537081
1118	0.3824101724
1119	0.3823572002
1120	0.3823564776
1121	0.3823047193
1122	0.3822656036
1123	0.3822219084
1124	0.3822211249
1125	0.3821886363
1126	0.3821583501
1127	0.3821544586
1128	0.382134289
1129	0.3821043238
1130	0.3820545073
1131	0.3819757547
1132	0.3819597186
1133	0.3819416063
1134	0.3818773636
1135	0.3818378695
1136	0.3817890199
1137	0.3817485478
1138	0.3816924829
1139	0.3816917836
1140	0.3816404872
1141	0.3815948363
1142	0.3815474395
1143	0.3814891521
1144	0.3814004137
1145	0.3813997288
1146	0.3813535254
1147	0.3812601981
1148	0.3812405702
1149	0.3811959518
1150	0.3811919633
1151	0.381145628
1152	0.3811064235
1153	0.3810670558
1154	0.3810477741
1155	0.3810012028
1156	0.3809527098
1157	0.3809143261
1158	0.3808947464
1159	0.380891313
1160	0.3808652095
1161	0.3808618445
1162	0.3808246175
1163	0.380763846
1164	0.3807631698
1165	0.380711672
1166	0.3806834846
1167	0.3805910824
1168	0.3805002824
1169	0.3804684871
1170	0.3804677315
1171	0.3804153345
1172	0.3803588499
1173	0.38031231
1174	0.3802983715
1175	0.3802247259
1176	0.3802241269
1177	0.3802234634
1178	0.3801964462
1179	0.3801148794
1180	0.3801020484
1181	0.3800640766
1182	0.3800104998
1183	0.379962038
1184	0.3799145352
1185	0.3798757691
1186	0.379850819
1187	0.3798379979
1188	0.3798370655
1189	0.3797938064
1190	0.3797732125
1191	0.3797543716
1192	0.3796819682
1193	0.3796232185
1194	0.3795814263
1195	0.3795500948
1196	0.3795211085
1197	0.3794735821
1198	0.3794702864
1199	0.3794522161
1200	0.3793994106
1201	0.3793205341
1202	0.3793075186
1203	0.3792533975
1204	0.3792378133
1205	0.3791956226
1206	0.3791621954
1207	0.3791141903
1208	0.379113524
1209	0.379112869
1210	0.3790725676
1211	0.3790295441
1212	0.3789841822
1213	0.3788979962
1214	0.378869451
1215	0.3788166598
1216	0.3788160122
1217	0.3787723488
1218	0.3787717571
1219	0.3787261292
1220	0.378678516
1221	0.3786490512
1222	0.3786037374
1223	0.3785607219
1224	0.3784902971
1225	0.3784088786
1226	0.3783354218
1227	0.3782671246
1228	0.3782224212
1229	0.3781938886
1230	0.3781510387
1231	0.378126707
1232	0.3780750022
1233	0.3780274686
1234	0.3780092424
1235	0.377960252
1236	0.3779596812
1237	0.3779590782
1238	0.377911156
1239	0.3778811329
1240	0.3778805061
1241	0.3778633372
1242	0.3778248191
1243	0.3778242607
1244	0.377795748
1245	0.3777928695
1246	0.3777480124
1247	0.3777272997
1248	0.3777258466
1249	0.3776831888
1250	0.3776793802
1251	0.377656834
1252	0.3775603161
1253	0.3775264534
1254	0.3774584861
1255	0.3774378038
1256	0.3774148715
1257	0.3773946406
1258	0.3773182162
1259	0.3772822952
1260	0.3772635808
1261	0.3772188644
1262	0.3771665697
1263	0.3771568964
1264	0.3771096688
1265	0.3770805143
1266	0.3770649907
1267	0.3770450532
1268	0.3770231853
1269	0.376995354
1270	0.3769947442
1271	0.3769617075
1272	0.3769329618
1273	0.3768930007
1274	0.376827385
1275	0.3768268106
1276	0.3767774938
1277	0.3767764399
1278	0.3767442531
1279	0.3767172786
1280	0.3766855367
1281	0.3766680589
1282	0.3766675046
1283	0.3766486893
1284	0.3765780746
1285	0.3765136773
1286	0.3764457463
1287	0.3763937759
1288	0.376330799
1289	0.3763094147
1290	0.3762584073
1291	0.3762216865
1292	0.3761717008
1293	0.3761297696
1294	0.3760942055
1295	0.3760715619
1296	0.3760186113
1297	0.3760155771
1298	0.3759763322
1299	0.3759546891
1300	0.3759360527
1301	0.3759241937
1302	0.3759028212
1303	0.3758509341
1304	0.375849916
1305	0.3758492516
1306	0.3758099853
1307	0.3757880417
1308	0.3757658606
1309	0.3757423033
1310	0.3757161748
1311	0.3756546192
1312	0.3756171895
1313	0.3755766921
1314	0.3755398013
1315	0.3755245109
1316	0.3755223986
1317	0.3754754603
1318	0.3754554057
1319	0.3754481348
1320	0.375412881
1321	0.375396395
1322	0.3753958786
1323	0.375395372
1324	0.3753574492
1325	0.3753428086
1326	0.3753111645
1327	0.375270109
1328	0.3752422695
1329	0.375220567
1330	0.3752118288
1331	0.3751864274
1332	0.3751634733
1333	0.3751475098
1334	0.3751202574
1335	0.3750911516
1336	0.3750761798
1337	0.3749886418
1338	0.3749725178
1339	0.3749468264
1340	0.3748872159
1341	0.374863945
1342	0.374824044
1343	0.3747885297
1344	0.3747665818
1345	0.3747309396
1346	0.3747284527
1347	0.3746934465
1348	0.3746652089
1349	0.3746240818
1350	0.3745954021
1351	0.3745580592
1352	0.3744710044
1353	0.3744461888
1354	0.3744239511
1355	0.3744070969
1356	0.3743821821
1357	0.374344782
1358	0.3742529406
1359	0.3742324966
1360	0.3741888132
1361	0.374163489
1362	0.3741624949
1363	0.3741420999
1364	0.3741140115
1365	0.3740926719
1366	0.3740562455
1367	0.3740552652
1368	0.37396611
1369	0.3739398175
1370	0.3739178894
1371	0.3738974577
1372	0.3738721645
1373	0.3738331413
1374	0.373803808
1375	0.373775072
1376	0.3737413446
1377	0.3737381442
1378	0.3737041971
1379	0.3736974918
1380	0.3736721409
1381	0.3736401665
1382	0.373637241
1383	0.3736070227
1384	0.3735706618
1385	0.3735626346
1386	0.3735247096
1387	0.373477283
1388	0.3734016937
1389	0.3733906827
1390	0.3733643051
1391	0.3733611744
1392	0.3733581095
1393	0.3732989609
1394	0.3732707982
1395	0.3732608733
1396	0.3732368071
1397	0.3732355104
1398	0.3731979
1399	0.3731683895
1400	0.3731375982
1401	0.3731279226
1402	0.3731104188
1403	0.3730643843
1404	0.3730402423
1405	0.373039698
1406	0.3729815831
1407	0.3729679358
1408	0.372953079
1409	0.3728896111
1410	0.372844619
1411	0.3728080389
1412	0.3727873263
1413	0.3727709172
1414	0.3727392885
1415	0.3727078064
1416	0.3726860501
1417	0.372660014
1418	0.3726368652
1419	0.3726061271
1420	0.3726048566
1421	0.3725963556
1422	0.3725858236
1423	0.3725465925
1424	0.3725260531
1425	0.372494289
1426	0.3724746419
1427	0.3724373284
1428	0.3724181007
1429	0.372397472
1430	0.3723708438
1431	0.3723290546
1432	0.3723000649
1433	0.3722516376
1434	0.3721794238
1435	0.3721534063
1436	0.3721337054
1437	0.3720955873
1438	0.3720629473
1439	0.3720223579
1440	0.3720118399
1441	0.371991528
1442	0.371967936
1443	0.3719674546
1444	0.3719385533
1445	0.3719355665
1446	0.3719155911
1447	0.3719150425
1448	0.3718899921
1449	0.3718535954
1450	0.371807971
1451	0.3717736263
1452	0.3717284634
1453	0.3716921398
1454	0.3716463841
1455	0.3716153874
1456	0.3715815725
1457	0.3715616899
1458	0.3715424926
1459	0.3715220155
1460	0.3715035091
1461	0.371465323
1462	0.3714104891
1463	0.3713699427
1464	0.3713603949
1465	0.3713459507
1466	0.3713260177
1467	0.3712722379
1468	0.3712628647
1469	0.3712285107
1470	0.3711961475
1471	0.3711956718
1472	0.371175846
1473	0.3711560116
1474	0.3711243952
1475	0.3711234774
1476	0.3710984582
1477	0.3710893205
1478	0.3710064318
1479	0.3709923709
1480	0.3709706631
1481	0.370955181
1482	0.3709183795
1483	0.3709075965
1484	0.3708715037
1485	0.3708485873
1486	0.3708203069
1487	0.3708097411
1488	0.3707854184
1489	0.3707661072
1490	0.3707574964
1491	0.3707262572
1492	0.3707216268
1493	0.3707211675
1494	0.3707047823
1495	0.370684638
1496	0.3706695098
1497	0.3706340858
1498	0.370633189
1499	0.3706296851
1500	0.3706053023
1501	0.3705794388
1502	0.3705420691
1503	0.3705167287
1504	0.3704956566
1505	0.3704926807
1506	0.3704689705
1507	0.3704492258
1508	0.3704287773
1509	0.370389866
1510	0.370333422
1511	0.3703147721
1512	0.3703136085
1513	0.3702907514
